station name,venue id,venue name,venue address,venue latitude,venue longitude,venue categories
Neuwirtsh. (Porschep.),4bc0b3d84cdfc9b638489321,Restaurant Christophorus,Porscheplatz 1,48.83443924171202,9.15229135394485,Modern European Restaurant
Benningen (N),51977db7498e4d7d9eafc05d,Römerkastell,,48.94391701050721,9.243994592822737,Historic Site
Benningen (N),5077c1b4e4b0801687b0e484,S Benningen (Neckar),Bahnhofstr. 16,48.94408583685707,9.243684028550526,Light Rail Station
Benningen (N),4f82e311e4b0ef209a71e531,La Scaletta,,48.94270032264971,9.23470360485231,Italian Restaurant
Benningen (N),4c245270905a0f47d4a55f60,Frisör Pur,,48.945239,9.242333,Unknown
Benningen (N),51d13ccb498effd022cb41ce,Rathaus Benningen,,48.94437717957446,9.242320319520523,City Hall
Benningen (N),516ed3f8e4b09b7f94e6e3e3,Shell,Beethovenstraße 60,48.94006595,9.23833485,Gas Station
Benningen (N),4db69f42fa8c35024113ad2b,Schleuse Marbach,,48.9421026420001,9.254313090479679,Unknown
Benningen (N),50ff2612e4b0a00130b3aed6,Häffnet Bräu,,48.946921894926476,9.232814408335736,Brewery
Benningen (N),4bb76da36edc76b03528321c,Bürgerschenke,Lange Straße 44-54,48.94367919995338,9.233345989881522,Unknown
Benningen (N),4d57e27cde8f6dcb04ac0491,Literaturmuseum der Moderne LiMo,Schillerhöhe 8-10,48.93498326710909,9.255156731269658,Museum
Freiberg (N),4c0a3c5c32daef3b97994b50,S Freiberg (Neckar),Bahnhofstr. 12,48.93003808617335,9.197208970704708,Light Rail Station
Freiberg (N),52721bc911d29169183146c6,Der Obere Beck,Wilhelm-Kopf-Str. 16,48.940303802490234,9.269081115722656,Bakery
Freiberg (N),4e03794bb0fb88a1209d8e06,Shell,Ludwigsburger Str. 93,48.92895279687217,9.202122975000533,Gas Station
Freiberg (N),4ef0a4bb8b81e3067f692dc1,"Volksbank Ludwigsburg eG, Filiale Freiberg",Bahnhofstraße 12,48.93048911279389,9.199232034894566,Bank
Freiberg (N),5a7c28ae2105c31f91d627f7,Tierärztliche Gemeinschaftspraxis Dr. Theile & Dr. Haertel,Graf-Adelmann-Straße 5,48.930256,9.195385,Veterinarian
Freiberg (N),576d1e70cd10a3710086ba1a,Das Schauwerk GmbH,Steinbeisstr. 8-10,48.92773,9.200170000000071,Event Service
Freiberg (N),56bf9439cd109a5be56c2526,Sahins,,48.930108,9.196918,Doner Restaurant
Freiberg (N),4f886747e4b013a97f8fa91a,Milleniumshügel,,48.92358365326393,9.198337054460541,Field
Freiberg (N),53c1383f498eb5bf28f28f5e,Kasteneckschule,,48.931840756809834,9.191912202549291,College Quad
Freiberg (N),528ef84e11d21a82a0334c51,Naturheilpraxis Christel Krumm,Uhlandstraße 58,48.927693,9.198734,Medical Center
Nellmersbach,4e22b412a80968cf3e4cba04,S Nellmersbach,Bahnhofstr. 86,48.90296990148507,9.415202186267019,Light Rail Station
Nellmersbach,5698e735498e1a88b09628c6,Metallux AG,Robert-Bosch-Str. 29,48.903121700563574,9.415086957854845,Miscellaneous Shop
Nellmersbach,50050c3ee4b0ec07e239ae18,Nellmersbach,,48.90039503078112,9.402866442866873,Plaza
Nellmersbach,4eb0f47be5fab9eba252bc44,Emil Reimann Café,Maybachstraße 5,48.900863873255744,9.417631924598235,Bakery
Nellmersbach,4f291de4e4b09b0140518c1c,REWE,Maybachstraße 5,48.9012042,9.4175918,Supermarket
Nellmersbach,5dfba7f7300d150008db9d4a,TOTAL,Marbacher Str.,48.88257141,9.38690775,Gas Station
Nellmersbach,4c765882ff1fb60c1792f8a7,Alfred Kärcher,Alfred-Kärcher-Str. 28-40,48.88033878192709,9.39556338951389,Office
Nellmersbach,4e5bb828ae6099fc00e4e992,S Maubach,Kärtner Str. 14,48.92616065872277,9.419636043429769,Light Rail Station
Nellmersbach,4c7fde0074d7b60c766968d8,Werbetechnik GROM & JLG,,48.917569,9.42819,Unknown
Nellmersbach,4b9898bdf964a520374835e3,S Winnenden,Bahnhofstr. 4,48.8792447628149,9.392355680465698,Light Rail Station
Neustadt-Hohenacker,4e6a3587483bf2d9e61e2cd6,S Neustadt-Hohenacker,Bahnhofsplatz 1,48.859127168186546,9.324985761611623,Light Rail Station
Neustadt-Hohenacker,5e51617afc76c30007a6edab,Ristorante Pizzeria Da Vito,,48.858451,9.325211,Pizza Place
Neustadt-Hohenacker,518d0b32498e5e285932eb3d,Obenaus - Neustadt,,48.859611,9.327362,Shopping Mall
Neustadt-Hohenacker,4e280fe3c65ba11f4c5800a9,"ANDREAS STIHL AG & Co. KG, Werk 2",,48.85673378924253,9.32946407306109,Office
Neustadt-Hohenacker,4e8298420aaff6729a57e1f4,Rockpub,Bahnhofstraße 32,48.85978913860754,9.324771367880464,Bar
Neustadt-Hohenacker,591e9ecc1cf2e109d503c71b,Dexl Raumausstattung Franz Dexl,Gottlieb-Daimler-Straße 5,48.85256,9.29823,Unknown
Neustadt-Hohenacker,53ba95d3498e8b9d66206a9a,Maiers Hofladen,,48.86418533325195,9.311342239379883,Farmers Market
